ID_REF	GSM877126	GSM877127	GSM877128	GSM877129	GSM877130	GSM877131	GSM877132	GSM877133	GSM877134	GSM877135	GSM877136	GSM877137	GSM877138	GSM877139	GSM877140	GSM877141	GSM877142	GSM877143	GSM877144	GSM877145	GSM877146	GSM877147	GSM877148	GSM877149	GSM877150	GSM877151	GSM877152	GSM877153	GSM877154	GSM877155	GSM877156	GSM877157	GSM877158	GSM877159	GSM877160	GSM877161	GSM877162	GSM877163	GSM877164	GSM877165	GSM877166	GSM877167	GSM877168	GSM877169	GSM877170	GSM877171	GSM877173	GSM877174	GSM877175	GSM877176	GSM877177	GSM877178	GSM877179	GSM877180	GSM877181	GSM877182	GSM877183	GSM877184	GSM877185	GSM877186	GSM877187	GSM877188
1552782_at	3.484458489	2.897165196	3.575890922	3.196653643	3.377617568	3.023484473	3.317476078	3.017716842	4.186867344	3.25757948	4.048433255	4.569643076	3.281117227	4.396815166	4.29261578	3.328392298	2.770101737	4.142347621	3.072794659	3.982855059	4.104814904	3.141636292	3.862632014	3.210693926	4.334581498	3.364216469	3.52611577	3.579842247	3.701903174	3.098682217	3.682107089	2.864203398	3.130525048	3.108639752	3.37640983	2.782838245	4.103653333	4.84908397	3.046465328	3.309013512	3.909994619	3.578409549	3.022884339	3.280653982	3.629000436	5.288879719	3.513045676	3.191406553	4.71768774	3.34860194	3.117053799	3.191646658	3.01968887	3.324074274	3.772696103	3.771045763	2.859711794	4.090742224	3.437039915	4.887281724	3.919965347	4.698198759
1552783_at	2.834721793	2.675000706	2.459940802	2.715598349	2.683017963	2.880955037	2.581612848	2.565621904	2.768329755	2.556619872	2.607408791	2.775960717	2.939732552	2.903694271	2.809629898	2.825068841	2.645090825	2.825704575	2.742166205	2.561332692	2.626013687	2.497836122	2.584554248	2.635052247	2.820972756	2.797296989	2.804111962	2.548752688	2.562788866	2.726465162	2.515836701	2.661092138	2.622713522	2.734975694	2.653469864	2.65704348	2.619380121	2.856938444	2.548081904	2.612264181	2.682871746	2.725658643	2.609984867	2.768794184	2.426989644	2.532457831	2.732509141	2.794133417	2.883051583	3.098467681	2.618823403	2.46490245	2.584001894	2.668032864	2.533086191	2.886384109	2.760038787	2.683304853	2.635842288	2.7170072	2.886446277	2.83175171
1552785_at	2.840377256	2.859859369	2.78232424	2.846075172	2.8151369	2.803738024	2.865784504	2.787888544	2.72913906	2.910022696	2.555257932	2.810333469	2.767146355	2.818619881	3.050558197	2.797920868	3.288489728	2.877458062	3.128717886	2.911262153	2.72575022	2.820708357	2.802248674	2.64156548	2.746147903	2.748747673	2.913442226	2.70776543	2.721309094	2.876892429	2.615449877	2.681725045	3.070106424	2.79122135	2.909203046	2.649765615	2.916839248	2.537433102	2.956031538	3.198597746	2.843408633	2.823703448	3.423869515	2.820708357	2.71677304	2.750474543	2.869539595	2.764786891	2.77028639	2.876910462	2.797455196	2.935100387	2.998965467	2.704486367	3.032125946	2.638191697	2.785103227	2.729728344	2.83065773	2.817225376	2.769658353	2.724672754
1552787_at	3.706187568	3.277718458	3.589059768	3.69557024	2.913289437	5.24877293	3.83050672	3.929683624	3.446192671	3.407787687	4.474970982	3.745723902	3.981001854	3.480658292	4.509326334	3.889998782	3.020638044	3.666996	3.74092242	4.189404551	3.47500753	5.150959308	3.998437831	3.411835035	3.980386664	4.331544807	3.591408	3.571909037	3.459164706	2.968424511	3.239438657	3.831311137	3.429834404	4.835016916	3.580472131	3.505205337	3.537036492	3.504940366	4.155462855	3.358708594	3.737947881	4.12271371	3.488379322	4.080296774	3.608868928	4.033314144	3.660358814	4.020023512	4.205730818	3.242485351	3.370290582	4.012578784	3.494886374	3.255517873	3.384146149	3.668568775	3.612954581	3.21606332	3.742419476	6.344876214	3.746237552	3.843190326
1552788_a_at	4.284420797	4.5261937	4.999056698	4.666274432	4.251821649	5.347958516	4.515396625	4.463066748	4.574419965	4.795166796	4.596956194	4.759168699	4.556904598	4.664777891	5.186466086	4.091204381	4.271616202	4.648593632	3.916957977	4.26646148	4.357919367	5.053900159	4.782776913	4.327712068	4.365385986	4.798151337	4.700810665	5.261952462	4.444733502	4.304576819	4.096931433	4.554485153	4.512078456	4.862682627	4.576248786	4.70655898	4.298938824	4.175549018	4.802226921	4.301378076	4.325014144	4.639979709	4.696096765	4.961691927	4.555856346	4.83452441	4.665961107	4.448251762	4.754903497	3.893003338	4.647808121	4.638819245	4.329044482	4.29580437	4.45226095	4.44265329	4.208806584	4.375827833	4.572314768	6.211441998	4.268458469	4.610850319
1552789_at	5.936859463	4.915958933	5.108655375	5.030620191	5.117189094	5.024401824	5.712105443	4.725977939	5.155580866	5.732802273	5.397113335	5.563582337	5.054756009	5.182410072	3.78824838	5.021950288	5.761852052	4.579409887	5.389934512	5.239696891	4.578611007	4.299135397	4.732815793	5.736450074	5.315003453	5.219376365	5.348636719	5.20042028	5.55273731	5.039988193	5.121527628	5.427179785	5.369305468	4.386713735	6.56263914	5.209752311	5.291026754	5.844869369	5.243371365	5.70508973	5.45301351	5.035831856	5.580706786	4.729054517	4.417935742	5.75469015	5.636510903	5.033702102	5.556616349	5.024849127	5.112010427	5.354158086	5.512468225	5.831010522	5.259473759	4.392881195	4.865209178	6.001810268	5.195029727	5.024608674	5.05927154	5.366858322
1552790_a_at	8.742292469	7.332071905	8.248048545	7.928839249	7.874170085	8.0396036	8.808838159	7.409247901	8.071050167	8.801273599	8.080308588	8.672428306	7.703681522	8.097701678	6.691411112	7.494052366	8.726542154	7.149900985	7.720559799	8.600440288	7.211860049	7.03985324	7.826719408	8.555794753	8.373732992	8.401061912	8.502605736	8.053982343	8.980678642	8.038912732	8.077431257	8.419041896	8.267830619	6.95329957	9.365888734	8.397889182	8.107352918	8.970157387	7.797930218	8.374293151	8.653097564	7.96427158	8.567534839	7.513041115	7.485873393	8.857177473	9.019908714	7.843122928	8.415856135	8.254342513	8.121045632	8.027298549	8.797240212	8.856720738	8.42762441	7.123316713	7.693070127	8.744762042	7.89031847	7.584135553	7.562625253	8.748523444
1552791_a_at	2.904170543	2.985182049	2.727732819	2.677338056	2.865510071	2.947518273	2.580573732	2.913499602	2.86870937	3.087180401	2.790741824	2.961047756	2.716257531	2.843877685	2.871953359	2.644399839	2.66971584	2.725841158	2.961089402	2.860038156	2.735135765	2.771791108	2.7110909	2.54196701	2.805085178	2.680930461	2.8760019	2.694378268	2.880917863	2.68505794	2.87606617	2.795880647	2.686944939	2.679966294	2.761537885	2.782838245	2.911160237	2.735806047	2.747601234	2.610564758	3.153452219	2.74133654	2.64623431	2.853246253	2.759678564	3.138190049	2.722315472	2.763960876	2.957650661	2.760851602	3.056492189	2.750343607	3.215496495	2.723558916	2.876006928	2.528411318	2.581438047	2.727732819	2.795829252	2.886426008	2.729478399	2.705701536
1552792_at	3.143447144	3.65111186	3.269668481	2.7722423	3.082680512	2.954747277	2.849389817	3.270858166	3.141378903	2.978656412	4.115742998	3.501990371	3.758134459	3.187027483	3.300534239	3.008642683	3.122821238	2.922619649	3.654023201	3.029222987	3.097319268	5.192803411	3.16656399	3.118583375	2.952427496	2.653281474	2.882431146	3.706599826	2.987001843	3.602876973	3.132353633	3.021253792	2.917915603	4.322225379	3.066172188	2.771077698	3.078938227	2.809184716	3.287098535	3.020656244	3.05471978	3.017241873	2.94458736	3.202227844	3.020175788	3.002370495	2.941321939	2.918596533	3.011330439	3.006259777	3.249761333	2.891369717	2.77867042	3.177751671	3.022679171	3.434834723	2.915233416	2.903693345	3.580481972	4.205727937	3.213072801	2.966036942
1552793_at	2.873124704	3.102299603	3.023661399	3.35006401	3.223841912	3.138308709	2.992888091	2.993836055	3.055175083	3.414581998	3.166901053	3.134295272	3.068907123	3.044987357	3.269120997	2.948240192	3.277015992	3.223407782	3.065960062	3.137142076	3.148665233	3.455846136	3.199269971	2.743639191	3.291293754	3.065246677	3.131244535	2.831690426	2.965286422	3.232482271	3.110025235	3.237302941	3.137142076	3.063125315	3.115615062	3.418306117	3.260251327	2.765859578	3.144990698	3.089419992	3.05703704	2.986110975	3.227717036	2.916215025	3.0609561	3.057227912	3.100163931	3.163339366	2.62155995	3.159239148	3.243474481	3.096648548	2.962551085	3.260812541	2.97014908	3.404656855	2.903445678	3.102982057	2.850432322	3.596652872	2.997890906	3.019213638
1552794_a_at	2.74133654	2.994284444	2.902080386	2.986098653	2.985096835	2.795880647	3.505608594	3.140999258	3.1782766	2.978656412	2.857357332	2.848795483	2.83961127	3.074544789	2.6562208	2.81420471	3.138311223	3.131922851	3.22419697	3.17511679	3.104233744	2.947777157	2.826081787	2.947942607	3.236645672	2.852048961	3.03910269	3.740141029	3.01868934	2.960318604	2.785831523	3.17679132	2.827903001	2.602696425	2.736986737	2.976658304	2.945429663	3.455741654	2.902221776	2.718425416	3.034734212	2.8850097	3.081543178	3.079003245	2.606774452	2.973498118	3.537973705	2.562538892	3.287165253	2.564895695	3.202359733	2.747751575	3.082179684	2.867716214	3.016130189	3.44532417	2.642072683	2.936901421	2.690480688	3.733580111	3.231932955	3.283337258
1552796_a_at	3.108237581	3.081634181	3.229161005	2.969335932	2.990004631	3.109626317	3.277884626	3.193865423	3.143122267	2.969918785	3.281795158	3.230234281	3.060667545	3.297562588	3.276422092	3.083290423	3.090923026	3.2176153	3.271159345	3.020424266	3.191211744	2.964940855	3.172021063	2.940528058	3.399139512	3.205717383	3.173417593	3.176531706	2.992405513	3.032148657	3.197940365	3.3660038	3.149721167	2.912440175	3.086739469	3.625250022	3.071143829	3.015489727	3.246414816	3.069775729	3.105784401	3.181663184	3.258760048	3.120337306	3.132454572	3.069567341	2.958738453	3.285422697	3.026043743	3.217995359	3.249761333	2.891030712	2.849181549	3.086693123	3.190990353	3.02280983	3.197785776	2.936930645	2.866940482	3.058061072	2.793388638	3.197940365
1552797_s_at	3.944941855	7.616443319	3.316621272	7.676012122	4.948750597	6.103883429	4.484438151	8.744656961	7.178642342	6.175452884	6.096271453	6.007404692	5.859847776	5.406763867	8.840312517	6.214524513	2.947494666	5.118972158	3.797626287	4.377268522	5.253310492	7.173270489	4.575368494	4.069290658	7.067263738	3.546768374	7.998261163	3.409796931	5.393746871	6.095361606	8.328081163	5.901315286	5.565662744	3.594085611	5.299905438	9.8368677	4.717939064	5.461186904	7.010577433	4.036061844	9.533759485	3.611246349	5.353067541	4.022788178	7.328039142	5.841879837	6.189031652	5.198227358	7.542319198	8.050984397	5.711229441	7.497974899	8.545390385	5.407305422	4.341978131	8.19768616	7.530136944	7.436367745	7.106770577	9.068990351	6.733203227	9.729711888
1552798_a_at	5.562350978	5.045038271	5.040170332	4.98181723	5.578555137	5.330035221	4.918004493	4.850175415	4.712306768	5.511435195	4.27121419	4.841628294	5.261475539	5.35822008	5.788275306	4.848321101	5.885565781	4.921153059	5.005894302	5.534176939	4.919817855	6.306100245	4.974214905	4.554134641	4.593048901	5.265388069	5.615357972	4.467706153	5.456255444	5.29012688	4.837543897	4.644990943	5.034607581	4.842691889	4.930060726	4.493336683	5.48930218	4.586979244	5.870672877	5.511306944	5.133892278	5.161950097	5.514237656	5.880850701	4.359666292	5.161270238	4.828671904	4.633121746	3.768380384	4.722518766	4.944862185	5.48991202	4.722518766	5.168292275	5.451925145	4.379001118	5.310741037	5.199664885	4.814105384	4.202633101	4.959558235	4.695549821
1552799_at	3.520988063	3.603229939	3.320639642	3.469863887	3.217409239	3.354608091	3.349115097	3.633279564	3.065781373	3.559160486	3.714286102	3.457383269	3.561511525	3.370242497	3.694960377	3.423350031	3.547020758	3.461883442	8.82147293	3.559037128	3.384842081	3.440684394	3.552621377	3.339370385	3.47449439	3.416548155	3.24191997	3.53216659	3.248366073	3.419347994	3.325829328	3.443254895	3.324007799	3.319447175	3.633971193	3.288226163	3.578006639	3.209397011	3.751267856	3.285823942	3.772437531	4.17133381	3.507504947	3.314606883	3.478802498	3.411799535	3.419244659	3.37141195	3.369077944	3.452820856	3.3730599	3.333282109	3.399754842	3.838626277	3.441774479	3.654211917	3.262331978	3.662744089	3.360972749	3.255234187	3.549694544	3.365426074
1552800_at	5.261587891	5.425371256	5.10559954	5.632758828	5.578715756	5.471497884	5.440089952	5.462964304	5.372841303	5.329547759	5.636057849	5.392194505	5.324320969	5.262299473	5.895189269	5.357424566	5.155393195	5.454308285	5.604295239	5.505734331	5.293147177	5.29967708	5.581898283	5.086714068	5.514688071	5.227530337	5.357962418	5.459265877	5.412248042	5.448169847	5.119990095	5.600701269	5.476318387	5.299976292	5.298545086	5.467102424	5.43178991	6.069275749	5.208625639	5.515705164	5.45954926	5.207995031	5.190762502	5.283882531	5.34709507	5.530514418	5.072785213	5.423592826	5.393359682	5.156813359	5.126665281	5.513755542	5.111643628	5.53356941	5.495946859	5.483566816	5.528016743	5.372977492	4.82777027	4.95489295	5.252686668	5.390476333
1552801_at	2.560975197	2.834913251	2.864583269	3.083707431	2.691030466	2.804965119	2.71843333	2.683567984	2.564561271	2.926925989	3.137722758	2.994695729	2.646038674	2.74301457	2.864541362	2.778384066	2.720787698	2.770446875	2.851359628	2.748876038	2.984653254	2.832991022	2.820866603	2.728305648	2.831571617	2.870879327	2.983788038	2.770692695	2.876967286	2.619505046	2.571154256	3.011733343	2.752388121	2.481637704	2.764341026	2.964690266	2.638748231	2.795009782	2.549193797	2.895824388	2.967907025	2.901349865	2.882671627	2.776577965	2.866827257	2.86725396	2.632287438	2.76766792	2.915774171	2.865480022	3.031771501	2.88741419	3.05197548	2.658571221	2.917994107	2.785968639	2.986015647	2.905397931	2.774044232	2.974610022	2.670340089	2.675631092
1552803_a_at	3.04677881	3.149693593	2.907037876	3.022169586	2.810820561	2.798133821	2.857989332	3.010488833	2.559834374	3.242523551	2.933835511	2.868837208	2.939088712	2.939860398	3.356634199	2.78414853	2.821543708	2.916208408	4.054630426	2.925195721	2.982981269	3.323082298	2.923008831	2.807729834	2.991809773	2.85853318	2.829255108	2.83526289	2.880918839	2.703440155	2.616060629	3.071930161	2.730782253	2.935582716	2.471819389	2.741097979	2.884377847	2.552781291	3.223887041	2.691787668	2.89456246	2.987312182	2.790926222	2.826392832	2.716422696	2.92260277	2.794558671	3.049552593	2.867620429	2.867620429	2.871643249	3.013046111	2.987401092	2.824845862	2.924851584	2.77314106	2.583898699	2.817253651	2.762615878	3.067986773	2.848845914	2.749434402
1552804_a_at	4.326450173	4.54249441	4.822504421	4.499193636	4.462133505	4.638376898	4.673607619	4.474770364	4.408023444	4.626846743	4.515209727	4.091179806	4.96572382	4.594691305	4.91544326	4.397281841	4.300039344	4.792462049	4.492225215	4.273126067	4.607193088	4.681432408	4.562068652	4.05271117	4.657467615	4.6385593	4.749645168	4.866855561	4.591024729	4.171045378	4.391230795	4.371351375	4.55202726	4.431722612	4.67048581	4.771420434	4.58792165	4.209932171	4.524111421	4.202772145	4.25982243	4.22801301	4.708744663	4.468501917	4.440750713	4.667850863	4.243389282	4.368792766	4.674198018	4.53403493	4.327070547	4.604144041	4.017716897	4.723925197	4.62310763	4.204745304	4.436607346	4.64663639	4.257666365	4.473100424	4.388541449	4.413831766
1552806_a_at	3.447639863	3.679771934	3.653782476	3.463318906	3.458701868	4.139102967	3.783476035	3.506263599	3.389035245	3.349605556	3.540128374	4.212437061	3.723883838	3.856766575	4.073204611	3.609211536	4.24181555	3.508737247	3.554924405	3.476480758	3.677663061	4.05459364	3.778483461	3.665221114	3.540128374	3.849858453	3.707004848	3.965207728	3.559114276	3.452542603	3.214971579	3.728756858	3.814558213	3.867744207	3.804153812	3.388165102	3.336790529	3.28397044	3.489404691	3.230877348	3.399149644	3.757313022	3.917131873	3.460492149	3.096759854	3.54375738	3.388983322	3.336879325	3.401853838	3.210621538	3.417955288	3.797626287	3.67032562	3.59724118	3.419225748	3.559727724	3.790448319	3.312234466	3.324998808	3.447639863	3.783717443	3.388566353
1552807_a_at	6.023668267	7.360999548	6.459530146	6.598854839	7.178569811	7.36282839	6.48963567	6.098090185	5.808059743	6.005434539	5.014711106	6.391107193	7.918584152	6.267398817	8.310806879	6.104474376	7.493159444	6.895047652	6.208556733	6.770812967	7.053066253	7.581071392	6.88266305	5.471774104	5.333177437	7.112554067	7.190479434	8.028486346	7.213902278	7.206797959	5.871624135	5.680360739	6.999860637	7.050921147	6.370858719	5.285229391	7.093268642	5.970396752	5.48433781	6.462923316	5.573247281	7.027995844	7.696477157	6.115945093	6.078685046	6.095840065	6.774348052	5.897798057	6.067191448	6.42083882	5.638435802	6.868035061	6.676981565	6.877330619	6.635098521	5.777885694	6.864845961	6.281428777	6.321247062	5.709694374	6.89845662	6.031277829
1552808_at	2.885177495	2.648883299	2.906735372	2.803660718	2.909226011	2.66649472	2.625937972	2.712716667	2.563966382	2.546138582	2.81114775	2.545984181	2.944846424	2.717624194	2.795742585	2.666834748	2.903694116	2.967876193	2.853629517	2.66901881	2.78417808	2.951297334	2.923949895	2.519501884	2.82180614	2.779228928	2.70081024	2.591117661	2.759212355	2.709391991	3.073279471	2.85789002	3.046145633	2.625371019	2.70102049	2.573693583	2.760276544	2.497657701	2.65435536	2.652250069	3.03896898	2.74133654	2.939493677	2.5876949	2.751504619	2.657416795	2.484501117	2.669935591	2.7412726	2.678662052	2.790832404	2.99133333	2.757147249	2.746819764	2.815976455	2.954486968	2.85789002	2.676305249	2.656899587	2.566668764	2.694566843	2.791156122
1552809_at	2.929854961	3.14944244	2.724612034	2.939058313	2.657726169	3.09694361	2.905128527	3.108577527	2.766578541	2.951798032	3.115220198	3.293967219	3.007221669	2.894024507	2.831318407	2.864586202	2.919800907	3.095678487	2.802756207	3.055992763	2.963935507	3.106301724	2.716857412	3.177478525	2.911160237	3.111032834	2.963634625	2.981835857	2.838506401	2.680091355	2.922546753	3.288082243	2.867460394	2.841190437	2.953179754	2.917842068	2.970942833	2.9875621	3.048664198	2.710146539	2.978739906	2.796235328	2.768815357	2.983685825	2.921384397	3.188275179	2.95304146	3.072872615	2.82209153	2.970659018	2.910298464	3.251472025	2.673137355	2.743117378	3.026622528	2.890344467	2.932452686	2.999506916	2.696099645	2.986192811	2.954997534	3.017745877
1552811_at	4.995925351	4.835733219	5.066823813	4.941931337	5.221849481	5.072302166	5.01458422	4.996604556	5.036446647	4.653359537	4.999675236	4.82565713	4.950344235	5.355714574	5.587199437	5.153281354	4.98273154	4.944383268	4.977153199	4.811405338	4.771455744	4.888641854	4.941228542	4.876250999	5.247529697	4.869364405	4.643574167	5.067772646	4.818864183	4.78209328	4.72094895	5.259197073	4.96040298	4.908441577	5.405856887	5.292744315	4.949979766	4.707117727	4.926609316	4.917261447	4.977190724	5.000055273	4.928810068	4.888607115	4.894039614	5.045677269	4.816783525	5.414011475	4.903398771	4.97646732	5.050707887	5.201400252	5.299174557	5.03451255	5.057915516	4.965998672	4.897054327	4.84567902	4.447654473	4.682512859	4.818647888	4.959805391
1552812_a_at	3.286613177	3.658043184	3.838116246	3.829851509	3.652149149	3.258718449	3.07903001	3.128912856	3.403904441	3.216081693	3.26625023	3.216351919	3.567214561	2.886749086	3.357218632	3.110965559	3.207196945	3.30869109	3.646134345	3.234703238	3.648011346	3.833885721	3.087641152	3.402214135	3.567494437	3.195148427	3.139388528	3.948639381	3.189648931	3.311464142	3.40812853	3.204689452	3.226046733	3.63802483	3.420335231	3.192556194	3.071052957	3.054256978	3.47942068	3.166342819	3.368064674	3.172670887	3.177506735	3.154633614	3.129923505	2.879343233	3.423298674	3.330905944	3.308561351	2.935166934	2.946400885	2.840260287	3.229356994	3.432539535	3.389266454	3.628946821	3.571022377	3.395020547	3.176669422	4.10257002	3.172955362	3.321856185
1552813_at	3.730182051	3.769706871	3.987152102	3.671739805	3.842099991	4.250070442	3.929923602	3.729146167	3.744512343	3.792179649	3.774329112	4.107256905	3.830460489	3.823504752	3.913552381	4.064265617	4.187692882	4.156806706	4.035372268	3.754619493	3.972791685	4.094123699	4.426143308	3.810774116	3.793101245	3.594213443	4.263308206	4.01236965	3.914163971	4.013168133	3.850141217	3.90975538	3.834393701	4.05789162	4.103749022	4.201218261	4.307986576	3.636911844	3.709510953	4.001512189	4.01738194	3.870249144	4.533446179	3.890685349	3.484626167	4.217935014	3.908891412	3.673871719	3.92538015	3.932134387	3.787383656	4.030644197	4.056306764	4.364205415	4.037372082	3.774842484	3.918618889	3.843684227	3.776631714	3.633103095	3.758444977	3.654074219
1552814_a_at	3.255182505	2.999492646	3.247681381	3.190299375	3.381240417	3.066389171	3.163074367	3.301634539	3.189732429	3.185910816	3.098851425	3.235741161	3.397001557	3.223933345	3.348423942	3.100699801	3.288131421	3.421779876	4.020553896	3.307106002	2.991499217	3.482473176	3.343577347	3.313875154	3.191920609	3.05881282	3.274124565	3.071842122	3.046303941	3.267236303	3.143101657	3.164399936	3.192584447	3.258031387	3.197285352	3.354401621	3.299380268	3.340718064	3.213720519	3.174763368	3.500728748	3.042967057	3.411743385	3.002717626	3.08706409	3.093666691	3.135678759	3.161399154	3.151919115	3.196473729	3.221997061	3.204585015	3.066118224	3.35148079	2.992988646	3.492113666	3.320259683	3.171963134	3.310062515	3.235691315	2.929900089	3.060322807
1552816_at	2.7629584	2.798474207	2.851718073	2.604888828	2.597943573	2.660930556	2.947948578	2.801514359	2.613018519	2.789183126	2.781844456	2.821657676	2.717195914	2.77028639	2.958184694	2.657654212	2.641788871	2.95355436	3.000960873	2.893688541	2.859688818	2.937801639	2.778767073	2.660930556	2.855331559	2.763603382	2.759204629	2.976495029	2.717012334	2.719221494	2.769977271	2.689874634	2.75925926	2.765211601	2.60440713	2.754020906	2.963840906	2.773151028	2.813067123	2.802920199	2.739423399	2.680677269	2.696666194	2.716616998	2.597240681	3.041625517	2.76616359	3.091486524	2.714422389	2.777958638	2.709426301	2.729203202	2.837800507	2.606118001	2.609269242	2.712146815	2.801248724	2.773151028	2.521893055	2.91235057	2.463198366	2.760006044
1552818_a_at	2.595745963	2.633937833	2.522074883	2.722676096	2.543547816	2.627790546	2.696652992	2.922519682	2.619248268	2.605447628	2.603593294	2.924977444	2.736585351	2.676594551	2.811818866	2.78414853	2.871697578	2.841316689	2.607408791	2.932667037	2.621709798	2.744908064	2.71915544	2.842996584	2.560882063	2.652818196	2.622996392	2.988314801	2.809389543	2.699664794	2.69603306	2.667831708	2.551453341	2.803907402	2.527203091	2.821510396	2.892067168	2.580478226	2.633709682	2.614554901	2.758783524	2.706897706	2.85772811	2.656811179	2.501298008	2.648372677	2.731069766	2.9819456	2.676574977	2.611371417	2.495668163	2.827894191	2.683992622	2.635698751	2.868298102	2.904862041	2.976790794	2.627154392	2.766055206	2.595899257	2.54288705	2.860319216
1552819_at	3.786614358	3.58798263	3.458378089	3.322327118	3.535776628	3.523934183	3.188101492	3.501050843	3.311580573	3.42909515	3.619213296	3.483667604	3.583080307	3.638598413	3.470790146	3.561966291	3.475676545	3.543864919	3.580771498	4.139218944	3.516578674	3.572595943	3.550494414	3.242025523	3.550683951	3.390426542	3.409803869	3.375341551	3.3355897	3.602876973	3.563123761	3.74094912	3.63167705	3.372715393	3.459043894	3.427016532	3.431400682	3.669384286	3.867973931	3.391970345	3.784424455	3.374006079	3.211604817	3.399010999	3.552237772	3.318675348	3.497508055	3.715436209	3.520783479	3.481233621	3.677779289	3.725215108	3.449759171	3.316812444	3.160179117	3.498907623	3.199756695	3.56551427	3.676941919	3.305173156	2.977659769	3.308017403
1552822_at	3.594623034	3.625153857	2.861840044	3.089371998	2.791857249	2.877444479	2.773048512	2.898108036	2.798463056	2.920621412	3.618244488	2.922318022	3.335247139	3.083967575	2.870014018	2.975126001	2.851687601	2.997711583	2.85861838	2.764721307	2.963488569	3.627084681	2.95865147	2.788545388	2.947756246	2.984993001	3.05911236	3.27596296	2.964191208	2.969123035	3.212829247	2.932464442	2.896008088	3.05134966	2.988378628	2.780150224	3.478528253	2.707433286	3.052285007	3.145168974	3.086203328	3.010630269	3.048517038	3.310068362	2.850330347	2.9515987	2.999705692	2.704184426	2.862764158	2.816215687	3.025963823	3.240820868	3.034057712	3.118797523	3.019802318	3.018088242	3.104281731	3.178328746	2.777883108	2.865385724	3.032530074	3.090257443
1552825_at	3.198822625	2.904115709	2.970463559	3.17018543	2.806759135	2.586178293	2.961928199	2.735299808	3.198855752	2.702684612	2.746611197	2.914751829	2.696768257	2.855348669	2.82929496	2.82419685	2.852832831	2.779979601	2.984881535	2.980265669	3.1497515	2.85498403	2.996463973	2.615508316	2.650835254	2.894121321	2.82188995	3.419387406	2.866511598	2.833031561	2.701896996	2.671701987	2.789890845	2.764237822	2.742602695	2.602680586	2.560589118	2.785859135	3.04488067	2.819906228	2.586158486	2.849394321	2.725553435	2.779564393	2.717025306	2.684575731	2.95304146	3.029301971	2.772397931	2.57020265	2.834212878	2.679132184	3.276857596	2.554978741	3.017089679	2.789396919	2.7432686	2.581596505	2.650395272	2.547318367	2.878489483	2.808989329
1552826_at	2.595900937	2.574327553	2.686563979	2.57798458	2.733376478	2.990368732	2.506754306	2.524902195	2.619726768	2.45105915	2.686563979	2.712277673	2.439823287	2.90963481	2.490294906	2.592345867	2.620669853	2.908128965	2.640753929	2.54612904	2.617231978	2.608641056	2.53460306	2.553893088	2.760632727	2.677361145	2.541745672	2.720441303	2.582223669	2.435438975	2.783408069	2.609831955	2.73731274	2.633214327	2.564986033	2.657044412	2.751740404	2.603044086	2.623654217	2.542489161	2.676713042	2.565175719	2.489292351	2.571693804	2.520284503	2.836734712	2.544058194	2.591766455	2.608532491	2.479212751	2.56996959	2.617811733	2.517556502	2.80270625	2.374753128	2.759252157	2.541745672	2.426963732	2.404677266	2.485487686	2.298118064	2.391683424
1552827_s_at	2.95833111	3.019012968	3.143391044	3.513010882	3.104297886	3.066288624	3.145914364	3.094188948	3.077900427	2.886342018	3.081050558	3.113372159	3.025860743	3.092952289	3.152754487	3.074853369	3.188885389	2.877458062	3.310443694	3.164360081	3.083203021	3.17055787	3.094452632	3.162989151	3.038677117	3.089256885	3.275865539	3.087769459	3.264165657	2.97706049	3.150319405	3.262185389	2.942755387	3.188627021	3.055311244	3.059059439	2.963840906	3.091347531	3.179217757	2.947756246	3.447941385	3.280182199	2.988099978	2.952101799	2.857918452	3.194639956	3.13875482	3.28702001	3.256944352	3.234016891	3.305398658	3.170376921	3.555577635	3.263356695	3.057005592	3.131438706	3.258365596	3.177787586	2.938028789	3.076331483	3.216910653	2.852046465
1552828_at	3.379833898	3.564425083	4.009113726	3.995892047	3.638918658	3.473067663	3.319738139	3.479177888	3.266324363	3.472243836	3.313559452	3.544841539	3.535393374	3.682937722	3.944900867	3.029938409	3.418489061	3.131155606	3.864940879	3.416722954	3.407498966	3.802749006	3.299296608	3.117505492	3.596748072	3.338327854	3.651947376	3.062743528	3.220296971	3.541066016	3.382447303	3.275395647	3.564101339	3.37449555	3.756389424	3.662299293	3.624997826	3.035153202	3.784984924	3.405625257	3.962137729	3.447623146	3.433019476	3.527103713	3.517861321	3.515246234	3.433891371	3.749138399	3.603851837	3.700699252	3.754440764	3.54173178	3.733539529	3.74389969	3.66317637	3.515326488	3.288264592	3.542129961	3.08516529	3.209018851	3.404678887	3.426472493
