ID_REF	GSM877126	GSM877127	GSM877128	GSM877129	GSM877130	GSM877131	GSM877132	GSM877133	GSM877134	GSM877135	GSM877136	GSM877137	GSM877138	GSM877139	GSM877140	GSM877141	GSM877142	GSM877143	GSM877144	GSM877145	GSM877146	GSM877147	GSM877148	GSM877149	GSM877150	GSM877151	GSM877152	GSM877153	GSM877154	GSM877155	GSM877156	GSM877157	GSM877158	GSM877159	GSM877160	GSM877161	GSM877162	GSM877163	GSM877164	GSM877165	GSM877166	GSM877167	GSM877168	GSM877169	GSM877170	GSM877171	GSM877173	GSM877174	GSM877175	GSM877176	GSM877177	GSM877178	GSM877179	GSM877180	GSM877181	GSM877182	GSM877183	GSM877184	GSM877185	GSM877186	GSM877187	GSM877188
1438_at	6.957488011	7.366494466	9.190242438	7.493740725	6.068710255	6.700964971	5.202540426	8.642057388	7.496296719	8.91709006	7.936088236	7.928265429	7.604331336	8.563614745	6.345432949	7.997792676	5.05398707	6.992055399	6.422653163	6.946986324	6.858216082	4.707355799	6.458426455	7.903929163	8.154682328	8.333824436	8.50180708	5.845527419	7.694217204	6.160706881	6.368561623	6.75867493	5.120424575	5.169935955	7.671280232	7.006718248	7.666576492	7.076335014	7.263275594	5.519454418	7.06837516	8.827209169	7.442277801	7.660930038	5.75327494	8.631392089	7.709866718	7.498466956	6.846713288	8.419511926	8.217370935	6.481211407	5.462382066	7.871595642	6.262501447	5.876683585	7.792371311	6.052478405	6.926154492	6.081336335	7.979069921	7.859645305
1487_at	8.057704172	8.450329045	8.186155397	7.398234517	7.919003527	7.608852373	7.829562926	8.660196177	8.095995471	8.392671152	8.422215728	8.608507815	8.612678044	8.40500183	8.867434684	8.279107575	7.122845416	8.514667635	7.890758053	7.488556541	8.502027495	7.873091657	8.303653075	8.007889277	8.81064307	8.663076695	8.483515808	8.103230692	7.839580254	7.352604852	8.22996197	8.925871205	7.310310422	8.219251651	8.67369734	8.748279802	7.840970511	8.716758384	8.173818513	7.892024572	8.25858882	8.24275759	8.442920086	8.680658648	8.385491374	8.509745287	8.514935728	8.959289014	8.837433278	7.760497171	8.171875421	8.193017613	7.586019027	8.657501169	8.088265516	7.597552448	8.182769163	8.063332602	8.081780417	7.960782913	8.133529987	8.533891637
1494_f_at	4.311959755	4.257666081	4.39061158	4.308245061	4.188542517	4.465111534	4.651730706	4.517126783	4.391842235	4.294309282	4.466246659	4.201323042	4.354458935	4.603824826	4.877811919	4.333563391	4.190598253	4.534537677	4.547721915	4.5707518	4.491522465	4.624871534	4.659383643	4.35738624	4.467135311	4.450889543	4.649362765	4.458698055	4.316007555	4.194841084	4.318731337	4.757751379	4.217026209	4.297255089	4.488152472	5.161283833	4.424798991	4.535430844	4.532370689	4.370987347	4.337713137	4.522462141	4.404519229	4.549887057	4.479794035	4.70413998	4.230266115	4.438103523	4.503761626	4.496165227	4.543385045	4.400224438	4.799403446	4.669546194	4.61746874	4.669293558	4.319673539	4.534603522	4.07318142	4.044225892	4.674288857	4.434959767
1552256_a_at	7.2461978	8.113612708	7.038909227	7.547752989	7.921648469	7.804710156	8.289746168	8.379386044	8.828803508	8.104413507	8.62743508	8.808424385	7.810723394	7.311558928	7.962899845	7.567631078	6.627852773	8.32275233	8.541741802	8.134692881	8.445746264	7.44108475	8.200757785	7.592273509	8.254200582	7.886093196	8.618273584	7.197427593	8.611593515	7.972474057	8.28175381	7.698697819	7.216847427	7.229375337	8.36398904	8.274581156	7.773203246	7.915793609	8.930197582	7.5375136	8.422382075	8.696572887	8.548455972	8.118815052	8.255894239	7.274191487	7.914000641	7.846446862	8.20226085	7.587642642	8.056950635	8.225285051	7.054281073	8.593192977	8.233625818	8.928513432	8.581313846	8.242522327	7.401747496	7.218739122	8.025717362	8.254966515
1552257_a_at	8.99801168	9.154565512	8.273924946	9.075828895	7.992741268	8.477863341	8.266583417	9.089091908	8.788511663	8.376204179	9.450079478	8.724399229	8.780074154	8.697718517	9.087392998	9.180540978	7.292795853	8.490358665	8.61227281	8.152089339	8.596264307	6.584291923	8.595434761	8.92164259	8.911025449	9.008001818	8.033489512	8.52652033	9.264850927	8.782740866	8.647841933	8.37116397	7.971530192	9.048222473	8.985174083	9.157779241	8.770569784	8.684370783	9.22221773	8.5071834	8.838345408	8.348514958	8.194465015	8.992777675	9.08058714	8.864631512	8.417001943	9.26156961	9.512933503	8.420990904	8.936589021	9.867837611	8.668385457	8.524805366	8.529729787	7.966087162	9.000107324	9.106361961	8.272418122	8.472297455	9.137002161	9.000236746
1552258_at	3.912720161	4.223798982	3.988331533	3.885780105	4.960632929	4.04496382	4.050534113	4.09920269	4.129284371	3.921131007	4.705934666	4.372757079	4.010301201	4.302968396	4.405125515	4.205232223	4.554101147	4.379060943	4.086150735	4.245522044	4.456627481	4.590643561	4.495550739	4.369829318	4.326926006	4.183232984	4.210596633	4.3700411	4.225953203	4.765924309	4.045490779	4.35848089	4.246212743	4.277739319	4.126964698	3.817281128	4.833013533	4.066251076	3.815865532	4.043504027	4.082848244	4.100032465	4.722575307	4.11264655	3.878228914	4.453690492	3.934444847	4.045015395	4.451525616	4.042018812	4.439565536	4.345159975	4.145436164	4.24645942	4.145366841	4.340382672	4.188767415	4.327475747	4.008253823	3.486721264	4.540306376	4.180793213
1552261_at	4.206709087	3.359484183	3.434757871	4.22529389	3.391169444	3.647453004	3.328320179	3.395413083	3.105682359	3.299019292	3.371519251	3.287648021	3.351286987	3.681267485	3.369056566	3.613559122	3.529626268	3.430353931	3.635912417	3.322199933	3.337639135	3.393930726	3.417657584	3.462703189	3.45698302	3.19295198	3.619769832	3.563814683	3.657250871	3.327744818	3.419751625	3.380594643	3.656949535	3.296792562	3.457891309	3.353943181	3.072967232	3.354555455	3.613559122	3.312317341	3.270576481	3.699933926	3.368823171	3.263207947	3.513523579	3.443546684	2.971764197	3.630360646	3.366266587	3.417657584	3.470599987	4.19184225	3.52132075	3.512984585	3.161242432	3.050735264	3.718228981	3.372130921	2.912312004	4.04254917	3.172013173	3.259996673
1552263_at	6.293766052	7.78168018	5.245886096	5.958728367	6.249176912	6.81814574	5.933074326	7.090169019	5.857142065	6.08298778	6.932319783	5.92847174	7.418139591	5.992391225	6.706416474	6.190750461	6.458071556	6.230652153	7.199911892	5.697967159	5.879074144	6.597968286	6.037832619	7.100426637	6.11585219	6.326262543	6.159257848	6.165501252	6.56202866	6.696416545	6.358841807	5.009030514	6.399483341	6.855480084	6.500785971	5.532045039	6.948467657	6.309657247	6.494414492	6.116870556	5.893482171	6.293015989	5.863724304	6.262202179	6.092099941	5.906357135	5.792756676	6.370694511	6.186894613	6.288110013	6.523347444	6.65523894	6.139288226	5.930345708	6.374393723	5.327292213	6.328346231	6.273342647	6.194941448	5.501083278	5.99636903	6.154375052
1552264_a_at	6.58563544	8.131629084	6.081574147	6.779613283	6.517431421	7.012426444	6.369779561	7.584537208	6.406856681	6.793381647	7.071654362	6.466865857	7.595953139	6.808366056	7.303791382	6.837621196	7.033968695	6.799879001	7.548728156	6.290418387	6.490117757	7.021678336	6.669658807	7.288974317	6.912733127	6.571106712	6.689799229	7.086897575	7.049215171	7.164600398	6.789206905	5.947938853	6.773951108	7.181218119	7.239251929	6.354354379	7.524750488	6.569127214	7.162412567	6.525357756	6.322051924	6.518198905	6.583595227	6.874167006	6.83312944	6.490947356	6.537608298	6.652504848	6.857042452	6.782065071	6.929491757	7.312675246	6.392783536	6.482737989	6.667351909	5.87533043	7.038632649	6.778036795	6.54327057	6.322888059	6.367382477	6.172391027
1552266_at	2.837637441	2.408521656	2.800716003	2.6591918	2.556626575	2.721034219	2.717419657	2.727543558	3.192593979	3.035337006	2.859382263	2.728882464	3.056241386	2.794393434	3.473024273	2.545942999	2.549745044	2.883077034	2.729350324	3.146361349	2.83422326	2.679115492	2.78938022	2.946100158	3.945513888	2.910947222	3.149081657	2.949366734	2.88084738	2.883256111	3.167630236	2.501120552	2.447912463	2.611062598	2.94302696	4.014125745	2.800090426	2.9206063	3.124400563	2.535908864	4.078892395	3.285111047	3.116469927	2.966896486	2.645195461	3.369305506	3.647862588	2.960923381	2.982286194	3.575494633	2.770428952	2.827894191	2.833117472	2.623925364	2.840876439	2.85853851	2.56560856	2.707832979	2.780564144	2.591502578	2.612812399	2.875956316
1552269_at	3.024118765	2.94295623	2.845071021	3.280928921	2.872372511	3.086984354	2.92335602	3.494895981	3.050540097	3.320420662	2.867949831	2.999134316	2.77392406	3.072703193	2.928937474	2.905773189	2.67118191	3.046942157	2.796871164	2.827906758	2.74923499	2.697259542	3.004758327	3.002962369	2.839874201	2.937891836	2.999085438	2.968180665	3.088161064	3.001113384	3.379842567	2.758487154	2.773300746	3.398946612	3.162627337	3.070788751	2.904971124	2.870582724	2.94705692	2.867245821	2.852942527	2.96461137	2.880575248	2.943220303	2.7739171	2.684850916	2.996869631	2.876749486	2.956671605	2.859009781	3.011503399	2.797615416	2.965124717	2.629736326	2.735055894	4.006160321	2.953979858	3.195388694	3.462093982	2.883314259	2.844502896	2.569883349
1552271_at	4.561616317	3.882599555	4.749350081	4.333245943	4.438410508	4.229904106	4.515454132	4.350266766	4.459107081	4.92896697	4.634157321	4.934950729	4.61086495	4.59818958	5.300768759	4.678448624	4.385015186	4.435977061	5.150176339	4.331143563	4.666274432	4.719869638	4.731960371	4.519063742	4.834963289	4.664798036	4.556180992	4.63460172	4.603357098	4.33894149	3.888453583	4.961624937	4.780558731	4.615668655	4.803319055	5.137808872	4.535401634	4.79569543	5.230489801	4.510780014	4.452059988	4.530662446	4.63225841	4.586428312	4.812070429	4.541481929	4.163821123	4.647615647	4.620758511	4.57311614	4.577155594	4.803597477	4.500730825	4.477184255	4.466660632	4.485807152	4.560223475	4.659396706	4.378440273	4.55139758	4.507231366	4.59584621
1552272_a_at	4.371034611	4.264255078	5.269891826	4.509829178	3.997674876	4.188447946	4.17216097	4.091387546	5.084225476	4.197333813	4.560101259	4.838923397	4.556459618	4.096556124	5.260286608	4.906484236	3.921601649	4.031021829	4.779729676	4.155726305	4.123676555	4.401091794	4.223949451	4.84497056	4.64927423	4.199283323	3.977545924	4.216395854	4.376641549	4.294093507	3.99990291	4.889415746	4.289784382	4.27380025	4.185610577	4.734493152	4.561971556	3.970116922	4.712669665	4.249381657	3.903899127	4.615018507	4.223077262	4.393893147	4.652840571	4.284571523	4.404365523	4.825517021	4.529427831	4.682544615	4.383461612	4.598041111	4.327766672	4.249040161	4.302849807	4.491763163	4.617938185	4.232677012	4.57981449	3.978122416	4.15090658	4.29493673
1552274_at	6.120874182	6.112271601	4.948306279	6.325548312	6.070412423	6.39382762	6.238373743	5.811504105	6.017418431	6.263555406	6.0289293	5.856147166	5.941498602	6.247721446	5.183823626	6.26971627	7.438180586	6.081669675	5.385802257	6.351925775	6.004950154	5.456451194	5.723668706	6.114525301	6.40821812	6.080001396	6.009462248	6.07212101	5.941120112	6.490070715	6.241081389	6.760069811	6.385112406	5.952549699	5.452634976	5.610568194	5.802782723	7.23723316	5.364585323	6.702029627	6.226961181	6.316590658	5.966235955	6.356566499	6.135490678	5.73295398	6.350992843	6.23395582	6.14447938	5.735883439	6.098876727	5.051449876	6.449427319	5.962509373	6.339682878	5.392923771	5.40132369	6.394328234	6.897208707	5.193063046	6.058594772	6.177014615
1552275_s_at	4.36197617	4.974504855	4.151720734	4.535780228	5.086089244	4.552850988	4.732919313	4.57907503	4.532852893	5.287160381	4.632373822	4.425130271	4.610327573	4.882066291	4.171950497	4.894026868	5.583065265	4.892343923	4.60046207	4.397685131	5.004736245	3.790258239	4.517804788	4.626719693	5.201706797	4.207153149	4.649446976	4.0886795	4.549187813	5.343588509	4.360237994	5.17797171	5.191937402	4.579084863	4.329638106	4.362842479	4.234275377	5.974485103	4.574634649	5.246022841	4.58294763	4.831376329	4.790088124	5.033583688	4.940271186	4.62304935	5.036601883	4.85501348	5.342325047	4.420430599	4.700762246	4.333556354	4.409071983	4.823794482	4.850175415	3.782429592	4.239736708	5.164536715	5.266254671	3.979602376	4.377357108	4.315594557
1552276_a_at	4.765516516	4.482178476	4.577981345	4.417799108	4.243861397	4.128376738	4.187085501	4.874766759	4.168916034	4.395245483	4.451713543	4.188268288	4.412504504	4.514164043	4.859205073	4.404853212	4.346556798	4.310452307	4.773271449	4.544079877	4.453172443	4.476653689	4.401550983	4.400086568	4.53938951	4.320019721	4.360626089	4.530599075	4.359216911	4.386249567	4.443805103	4.424455153	4.217572376	4.626216676	4.249722488	4.82681795	4.537026132	4.583274832	4.331084409	4.386379468	4.132259968	4.260889727	4.455851274	4.297315505	4.487338639	4.829882665	4.025223231	4.320717654	4.064762049	4.444719831	4.354920687	4.251186333	4.513497947	4.443618678	4.458251691	4.708289634	4.313260653	4.449108935	4.165161795	4.080317322	4.361756524	4.473271166
1552277_a_at	7.101751468	7.397170104	7.800087042	7.025962883	7.723244951	7.476669602	7.053317865	7.105018731	6.981352014	7.280953237	6.936720598	6.187010686	7.203710133	7.162327954	6.973248378	7.043562932	8.17182673	7.26849976	9.072850492	7.241354324	7.255549807	9.086697398	7.225635284	7.846266233	6.753341276	6.601570473	6.941124262	6.933556546	7.051112644	7.841952446	7.291349653	6.762989792	7.256270506	8.367980926	7.465601439	7.473392822	7.917360946	6.965536922	7.552089217	7.596024243	7.685542434	7.277382343	7.306573567	7.260146396	7.382479726	6.464079161	6.722398191	6.734106596	6.868443722	7.102145058	7.842552563	6.570524896	6.80943444	7.201294125	7.563679421	6.913532819	7.351476976	7.352616167	7.046733306	7.527518333	6.406430698	6.836843588
1552278_a_at	3.900316842	4.620964869	4.231365152	4.167651102	4.286985737	4.677502341	4.329763388	5.293437455	4.126979398	4.071118253	4.126979398	4.616938486	5.062731534	4.482427176	4.568127227	4.407502553	4.26082407	4.445017586	4.977789815	4.131331887	4.131044674	4.543479178	5.188325258	4.075735815	4.376694091	4.60257341	4.968648018	5.108685306	4.547219345	4.783768342	5.558598263	4.185023203	4.212153175	4.231784696	4.296328336	4.445592281	4.349428757	4.204250871	4.379359937	4.171479795	4.350137926	4.410458985	4.695795156	5.227184464	4.691981386	4.798225033	4.321088897	4.696416426	4.465584754	4.008223306	4.017613465	4.737474554	4.746743897	4.239878504	3.966100518	4.437051523	4.494574274	4.18127276	4.447198619	4.44462716	4.716381735	3.859230355
1552279_a_at	5.035382257	5.417600007	5.261286391	5.284252634	5.68322571	5.366690807	5.412911241	6.120105305	5.44252186	5.00607754	5.353607145	5.714468898	5.404581103	5.413539363	5.572617621	5.27533088	5.511123669	5.414980903	5.78450453	5.093970203	5.605376304	5.432637857	5.83934612	4.901536361	4.994494614	5.319953087	5.578163576	5.760841232	5.546913114	5.6909139	5.848633651	5.248140951	5.108448593	5.014033913	5.456077444	5.541034696	5.026364324	5.068737044	5.250801309	5.231251523	5.542423853	6.006816912	5.435348306	5.85534281	5.28040446	5.896726995	5.413574185	5.707912491	5.234004446	5.013315142	5.456246511	5.52286286	5.530091867	5.41276454	4.482247793	5.287570958	5.362349874	4.973021213	5.128962554	5.843416894	5.150940616	4.930304712
1552280_at	2.830732457	3.424859709	3.240355819	3.010892751	3.116138266	3.426583264	3.375577836	2.9515987	2.895116721	3.035096912	3.234130261	3.10054117	2.761401443	3.071930161	3.099277185	2.904562337	4.527055862	2.917532543	2.817225376	2.907945466	3.235854442	3.528803788	3.101416068	3.052818303	3.324707766	3.071052957	3.596678677	3.238760045	3.134640435	4.619369172	2.944992224	2.980879404	3.754230715	3.805362272	2.994007003	3.14300551	3.107693741	2.81562182	3.15156684	3.082227226	3.045677921	3.585450762	3.103661727	2.778507767	3.045938167	3.094799226	3.128640696	3.097788412	2.909716323	3.025482023	2.983685825	3.874485441	3.034010351	3.032427997	3.215376885	2.948160347	3.220109898	2.818140751	2.855263055	3.009165754	3.023292478	2.845522986
1552281_at	6.470622386	7.581699887	6.405947546	6.372875738	7.471077039	6.440546323	7.937765669	7.782329079	8.830154496	8.541933814	8.987857385	8.669561932	6.533536162	7.985449238	6.437168863	6.771883439	5.791514145	8.134345469	4.891543529	8.250077542	8.176913378	5.126101719	8.445081721	7.137156265	8.371101336	8.412349678	8.653729916	5.120549405	7.531487922	6.020217071	7.109290636	8.662387825	7.458263886	4.988602997	7.899700791	8.675088369	6.067436912	8.192260181	7.35114557	7.758377972	7.969821125	8.263979808	7.658249517	9.252938903	6.575748878	9.240182071	8.50222933	8.257587082	8.246189314	6.601371295	7.098899725	7.998752379	8.421025472	7.991217369	8.047690393	6.23010593	8.556334129	7.75574803	7.773011375	7.690697258	7.824663611	7.906054921
1552283_s_at	3.906776218	4.590769642	5.156768341	6.108915872	3.897945339	5.181816743	4.283245024	4.284212162	4.813822625	4.050949845	3.875239001	3.357915715	4.448303173	4.643882841	5.487071735	4.938971015	4.412607456	3.740329873	4.276623212	5.308012133	3.592405713	3.420015191	4.898654203	6.773862685	3.304092832	4.466761191	3.587658794	6.183400356	3.572419488	3.196955557	4.457999821	3.575634595	4.737488189	5.929115769	4.844068652	4.277848067	5.415744763	3.447356048	3.996964713	3.342274868	4.365199748	4.45222922	3.238316791	3.188439834	4.615326535	4.026466928	5.729503977	4.406294054	7.405030211	5.024039157	5.583058057	4.477390015	4.802916705	3.618918285	3.832112051	7.051371782	4.172834464	4.499669624	3.368555874	5.033967387	4.409258186	6.275572662
1552286_at	5.081563054	4.608948289	5.788224405	5.102382333	4.986585204	5.539933311	5.837799572	5.819229723	5.360762043	5.308095044	5.391370446	5.997630523	4.364435295	5.528343658	5.298168709	5.214289613	4.976017445	5.178187182	5.422436063	5.117044362	5.177110699	5.441580368	5.807957535	5.741922126	5.396951469	5.326810074	5.183265486	6.514455783	5.711354737	5.17110794	4.771138664	5.374652311	4.89480647	5.550531708	6.452038144	6.385907101	5.783434873	5.613377446	5.828097429	4.856435346	5.714887117	4.669245074	5.491300715	5.506367605	5.6400316	5.046012172	5.364522847	5.656452983	4.962862153	5.273994555	5.331521275	6.081018321	4.625305177	5.816075836	5.154620646	6.034275202	4.735113032	5.285728681	4.778995871	5.509756656	5.041113748	4.857866953
1552287_s_at	6.837267682	6.190297589	6.788046395	6.382469863	6.793242593	6.313152432	6.947244653	7.079011158	7.673439275	6.673134627	7.209126312	7.228586121	6.27037574	6.740227226	6.793928518	6.748911055	6.446614998	6.746692579	6.846119168	7.067496792	6.980726181	6.974323668	6.654083904	7.236220718	7.656806837	6.011939012	6.385703706	6.863254751	6.559808093	6.536997363	6.299135395	7.022156324	6.747223595	7.577000956	6.522936252	6.205743155	6.525086831	6.884313124	6.485104936	6.553140505	6.275559641	6.424263706	6.320480705	7.046521381	7.089874987	6.704554762	6.691141622	6.67586825	6.804328061	6.950270827	5.607212062	6.070838242	6.127126568	6.366001378	6.701061368	6.041948049	6.817536369	7.220278438	7.252778577	5.065952833	7.280446366	7.383580258
